TARGET_FID,N,9,0;CODCOMM,C,6;TYPE,C,3;LIBQUART,C,32;AREA,N,19,11;PERIMETER,N,19,11;BATIMENTS_,N,9,0;PATRLIB,C,36;CLEFPATR,C,8;CDCOL,C,1;CDPAT,C,5;CDELEM,C,2;CLASS,C,5;SYMBOLE,N,4,0;SHAPE_Leng,N,19,11;SHAPE_Area,N,19,11
36883;340172;D;LES CEVENNES;350,579278177;89,8749152261;416;Collège Fontcarrade;70010900;7;00109;00;BT;104;89,8008686936;349,447149925
36888;340172;L;LES CEVENNES;718,957800021;115,548044997;388;Collège Fontcarrade;70010900;7;00109;00;BT;104;67,6632088145;225,164149998
36890;340172;D;LES CEVENNES;115,124456269;45,0853160015;383;Collège Fontcarrade;70010900;7;00109;00;BT;104;45,1584021414;115,180449987
36896;340172;D;LES CEVENNES;2960,46540376;523,756148693;456;Clinique Beau Soleil;70015500;7;00155;00;BT;104;290,760214648;2456,64707503
36902;340172;D;LES CEVENNES;1465,2646064;330,500178004;455;Maison de Retraite les Violettes;99999999;0;00000;0;NP;170;117,698771919;546,925700037
36954;340172;D;MONTPELLIER CENTRE;97,4321906448;71,4611420607;352;Chapelle Cité Gely;88888888;0;00000;0;BC;109;129,700734845;605,084499991
37012;340172;D;MONTPELLIER CENTRE;167,261356248;54,0613900803;332;Ecole élémentaire Frédéric Bazille;00031200;0;00312;00;BC;109;55,9708988617;167,730000017
37013;340172;D;MONTPELLIER CENTRE;1039,92442174;136,927805043;334;Gymnase Jean Ramel;00047600;0;00476;00;BC;109;29,4895355254;54,8326500105
37027;340172;D;MONTPELLIER CENTRE;253,523443591;78,204646985;342;Salle de sports Jean Farré;00047700;0;00477;00;BC;109;78,1579331117;253,402000024
37030;340172;D;MONTPELLIER CENTRE;103,450503104;66,4396291559;450;;88888888;0;00000;0;CE;0;70,5105035782;194,396049948
37039;340172;D;MONTPELLIER CENTRE;0;0;0;M.P.T Albertine-Sarrazin;;;;;BC;109;58,9670395692;136,463500026
37167;340172;D;MONTPELLIER CENTRE;0;0;0;M.P.T Albertine-Sarrazin;;;;;BC;109;6,715118685;3,4854000073
37181;340172;D;MONTPELLIER CENTRE;1039,92442174;136,927805043;334;Gymnase Jean Ramel;00047600;0;00476;00;BC;109;136,153048826;1036,31720001
37202;340172;D;MONTPELLIER CENTRE;195,591822006;78,5906507455;369;Club de loisirs Luis Mariano;70018300;7;00183;00;BC;109;19,6568832141;22,0011499967
37203;340172;D;MONTPELLIER CENTRE;0;0;0;M.P.T Albertine-Sarrazin;;;;;BC;109;96,5501255337;294,093849977
37210;340172;D;MONTPELLIER CENTRE;880,520380048;212,093959655;338;Ecole élémentaire Frédéric Bazille;00031002;0;00310;02;BC;109;133,995120857;522,63974998
37211;340172;D;MONTPELLIER CENTRE;115,202996896;45,5885843298;323;Poste de police municipale Cité Gély;00012700;0;00127;00;BC;109;50,7079655442;136,172499991
37214;340172;L;MONTPELLIER CENTRE;103,450503104;66,4396291559;450;;88888888;0;00000;0;CE;0;21,8160034667;26,7121000104
37232;340172;D;MONTPELLIER CENTRE;0;0;0;M.P.T Albertine-Sarrazin;;;;;BC;109;34,0736436089;72,5617000214
37235;340172;D;MONTPELLIER CENTRE;195,591822006;78,5906507455;369;Club de loisirs Luis Mariano;70018300;7;00183;00;BC;109;71,2919585457;173,885800016
37241;340172;D;MONTPELLIER CENTRE;880,520380048;212,093959655;338;Ecole élémentaire Frédéric Bazille;00031002;0;00310;02;BC;109;96,8924506941;350,922549974
37265;340172;D;MONTPELLIER CENTRE;206,835174839;114,487979402;380;M.P.T Albertine-Sarrazin;00045900;0;00459;00;BC;109;114,548826575;207,268800012
37271;340172;D;MONTPELLIER CENTRE;592,783340585;159,366260015;339;M.P.T. François de Malherbe;00272004;0;02720;04;BC;109;323,044238499;1364,61820008
37368;340172;D;MONTPELLIER CENTRE;838,59877171;193,745576917;357;Ecole maternelle Docteur Roux;00030303;0;00303;03;BC;109;193,85047517;838,253350004
37429;340172;D;MONTPELLIER CENTRE;233,076696005;88,0011053926;415;M.P.T. Joseph Ricôme;00052900;0;00529;00;BC;109;72,458944363;196,085184986
37456;340172;D;MONTPELLIER CENTRE;87,4538812486;40,5688838128;421;M.P.T. Joseph Ricôme;00052900;0;00529;00;BC;109;40,5842477203;87,443949965
37553;340172;D;MONTPELLIER CENTRE;233,076696005;88,0011053926;415;M.P.T. Joseph Ricôme;00052900;0;00529;00;BC;109;34,0825561007;51,3285219944
37642;340172;D;MONTPELLIER CENTRE;99,3051874833;40,824255472;419;Poste de police municipale Gambetta;00012800;0;00128;00;BT;104;68,2299652263;138,377850005
37748;340172;D;MONTPELLIER CENTRE;99,3051874833;40,824255472;419;Poste de police municipale Gambetta;00012800;0;00128;00;BT;104;52,4720427223;133,894999963
37790;340172;D;MONTPELLIER CENTRE;25,8446656211;20,3950291503;418;M.P.T. Joseph Ricôme;00052900;0;00529;00;BC;109;20,3995706373;26,0087499982
37904;340172;D;MONTPELLIER CENTRE;99,3051874833;40,824255472;419;Poste de police municipale Gambetta;00012800;0;00128;00;BT;104;54,4120367403;119,428850027
38015;340172;D;MONTPELLIER CENTRE;616,723481249;166,203243541;471;;70002600;7;00026;0;NP;170;55,3540480593;186,951355477
38051;340172;L;MONTPELLIER CENTRE;276,154162515;111,670590367;467;Crèche Lagrèze;00022001;0;00220;01;BC;109;21,7563437093;25,7906499746
38116;340172;D;MONTPELLIER CENTRE;221,843793769;69,8826414534;528;Ecole maternelle Chaptal;00028903;0;00289;03;BC;109;54,4936452891;134,10175002
38295;340172;D;MONTPELLIER CENTRE;1970,6929605;303,611123966;517;Cité Universitaire des Arceaux;70019900;7;70199;00;BT;104;310,260927308;2001,09085003
38407;340172;D;MONTPELLIER CENTRE;63,328231227;32,4447851223;463;;70002600;7;00026;00;CI;0;127,119001262;494,200797081
38411;340172;D;MONTPELLIER CENTRE;158,430378142;50,4268991976;478;Cité Universitaire des Arceaux;70019900;7;70199;00;BT;104;50,4289236673;158,44285002
38413;340172;D;MONTPELLIER CENTRE;1498,40929682;290,743875543;515;Cité Universitaire des Arceaux;70019900;7;70199;00;BT;104;295,9049819;1542,56449982
38468;340172;D;MONTPELLIER CENTRE;276,154162515;111,670590367;467;Crèche Lagrèze;00022001;0;00220;01;BC;109;9,1925755914;5,1350499955
38475;340172;D;MONTPELLIER CENTRE;543,539950011;113,869472411;485;Cité Universitaire des Arceaux;70019900;7;70199;00;BT;104;113,828081514;543,648699996
38539;340172;D;MONTPELLIER CENTRE;63,328231227;32,4447851223;463;;70002600;7;00026;00;CI;0;72,2089299966;253,749051507
38583;340172;D;MONTPELLIER CENTRE;140,3859437;58,3366464844;527;Cité Universitaire des Arceaux;70019900;7;70199;00;BT;104;58,3666670764;140,928250062
38586;340172;D;MONTPELLIER CENTRE;221,843793769;69,8826414534;528;Ecole maternelle Chaptal;00028903;0;00289;03;BC;109;177,356835064;682,963550004
38738;340172;D;MONTPELLIER CENTRE;276,154162515;111,670590367;467;Crèche Lagrèze;00022001;0;00220;01;BC;109;39,0523557742;88,6278000162
38795;340172;D;MONTPELLIER CENTRE;276,154162515;111,670590367;467;Crèche Lagrèze;00022001;0;00220;01;BC;109;24,6818872983;25,2536000109
38799;340172;D;MONTPELLIER CENTRE;616,723481249;166,203243541;471;;70002600;7;00026;0;NP;170;58,9925644827;210,310749979
38879;340172;L;MONTPELLIER CENTRE;1488,40534682;306,717928777;738;Collège Camille Claudel;70011300;7;00113;00;BT;104;19,3769613897;15,5044500068
38918;340172;L;MONTPELLIER CENTRE;792,079450044;273,597503713;702;Eglise Sainte Thérèse;88888888;0;00000;0;BT;104;66,6614281759;126,15075009
38934;340172;L;MONTPELLIER CENTRE;1488,40534682;306,717928777;738;Collège Camille Claudel;70011300;7;00113;00;BT;104;17,2838273553;18,242200001
38951;340172;D;MONTPELLIER CENTRE;128,628731196;85,5905538673;697;Eglise Sainte Thérèse;99999999;0;00000;0;CE;0;182,911370894;903,79439993
38972;340172;D;MONTPELLIER CENTRE;792,079450044;273,597503713;702;Eglise Sainte Thérèse;88888888;0;00000;0;BT;104;27,0966672872;18,0515999862
39029;340172;L;MONTPELLIER CENTRE;475,164265534;110,973207723;747;Ecole maternelle Mozart;00020800;0;00208;00;BC;109;8,9609430642;5,0146499927
39059;340172;L;MONTPELLIER CENTRE;475,164265534;110,973207723;747;Ecole maternelle Mozart;00020800;0;00208;00;BC;109;23,9739008883;26,7501000088
39091;340172;L;MONTPELLIER CENTRE;475,164265534;110,973207723;747;Ecole maternelle Mozart;00020800;0;00208;00;BC;109;10,8954218078;7,2064499955
39096;340172;D;MONTPELLIER CENTRE;1080,79350947;138,326082606;754;Ecole élémentaire Berthe Morisot;00026402;0;00264;02;BC;109;147,037489098;1125,79509998
39127;340172;D;MONTPELLIER CENTRE;475,164265534;110,973207723;747;Ecole maternelle Mozart;00020800;0;00208;00;BC;109;113,398962506;436,223549974
39129;340172;D;MONTPELLIER CENTRE;480,390231438;108,733004821;734;Collège Camille Claudel;00026501;0;00265;01;BT;104;142,411217658;635,779800022
39182;340172;D;MONTPELLIER CENTRE;1488,40534682;306,717928777;738;Collège Camille Claudel;70011300;7;00113;00;BT;104;350,745828086;1596,25039984
39314;340172;L;MONTPELLIER CENTRE;1080,79350947;138,326082606;754;Ecole élémentaire Berthe Morisot;00026402;0;00264;02;BC;109;16,6182675681;17,1798000111
39390;340172;D;MONTPELLIER CENTRE;621,205806226;131,507104692;782;D.R.J.S;70000400;7;00004;00;BT;104;131,177476686;605,391199951
39411;340172;D;MONTPELLIER CENTRE;105,096634416;41,3682054192;895;Faculté de Pharmacie;70013600;7;00136;00;BT;104;41,437461125;105,435400005
39430;340172;D;MONTPELLIER CENTRE;201,652896925;82,467403807;902;Faculté de Pharmacie;70013600;7;00136;00;BT;104;82,5238444585;201,845900035
39434;340172;D;MONTPELLIER CENTRE;300,401187543;70,0703437668;872;Faculté de Pharmacie;70013600;7;00136;00;BT;104;70,0761190772;300,428749918
39436;340172;D;MONTPELLIER CENTRE;3884,81628711;664,702432878;855;Clinique Rech;70015600;7;00156;00;BT;104;111,472645308;621,00989997
39459;340172;L;MONTPELLIER CENTRE;3884,81628711;664,702432878;855;Clinique Rech;70015600;7;00156;00;BT;104;10,856753044;6,4455000061
39474;340172;D;MONTPELLIER CENTRE;8835,96028442;1388,32719934;939;Faculté de Pharmacie;70013600;7;00136;00;BT;104;1389,12332591;8840,68526527
39480;340172;D;MONTPELLIER CENTRE;88,5175999312;42,1419518244;869;Faculté de Pharmacie;70013600;7;00136;00;BT;104;42,1494090591;88,351650015
39481;340172;L;MONTPELLIER CENTRE;3884,81628711;664,702432878;855;Clinique Rech;70015600;7;00156;00;BT;104;7,91717928;3,3771000132
39503;340172;D;MONTPELLIER CENTRE;577,591806352;107,680965662;887;Faculté de Pharmacie;70013600;7;00136;00;BT;104;107,680204335;577,719049873
39504;340172;L;MONTPELLIER CENTRE;3884,81628711;664,702432878;855;Clinique Rech;70015600;7;00156;00;BT;104;40,769242973;70,4848999768
39537;340172;D;MONTPELLIER CENTRE;163,02718126;52,0283156497;812;Halte-garderie Europa d'Assas;;;;;BC;109;114,794596663;494,159100022
39541;340172;L;MONTPELLIER CENTRE;8835,96028442;1388,32719934;939;Faculté de Pharmacie;70013600;7;00136;00;BT;104;27,0854430462;25,9068549628
39547;340172;D;MONTPELLIER CENTRE;1250,34045618;149,941076112;879;Faculté de Pharmacie;70013600;7;00136;00;BT;104;125,624786838;929,477200013
39563;340172;D;MONTPELLIER CENTRE;144,200253097;63,7736853703;867;Faculté de Pharmacie;70013600;7;00136;00;BT;104;63,7561008631;144,071100006
39577;340172;D;MONTPELLIER CENTRE;3884,81628711;664,702432878;855;Clinique Rech;70015600;7;00156;00;BT;104;83,3018224781;309,171750044
39580;340172;D;MONTPELLIER CENTRE;621,205806226;131,507104692;782;D.R.J.S;70000400;7;00004;00;BT;104;58,5105471887;16,4737000173
39581;340172;D;MONTPELLIER CENTRE;3884,81628711;664,702432878;855;Clinique Rech;70015600;7;00156;00;BT;104;531,511309365;3291,63360009
39585;340172;D;MONTPELLIER CENTRE;86,4225312594;37,1904450943;871;Faculté de Pharmacie;70013600;7;00136;00;BT;104;37,223235765;86,5728000261
39601;340172;D;MONTPELLIER CENTRE;932,714871828;124,565940603;883;Faculté de Pharmacie;70013600;7;00136;00;BT;104;129,699934917;1014,02659999
39649;340172;D;LES CEVENNES;517,863393814;132,070970415;820;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;109,576958631;715,513800035
39654;340172;L;LES CEVENNES;1829,08428117;341,874486639;804;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;149,393274665;979,596042961
39655;340172;D;LES CEVENNES;1829,08428117;341,874486639;804;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;239,583556065;1299,34143605
39661;340172;D;LES CEVENNES;318,32104382;83,9078542552;756;E.N.S.A.M;70012600;7;00126;00;BT;104;92,2137781742;259,919345993
39668;340172;D;LES CEVENNES;260,671943679;82,8878010956;806;DSD;70006500;7;00065;00;BT;104;82,8824541716;260,445300025
39669;340172;D;LES CEVENNES;1829,08428117;341,874486639;804;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;80,9256229234;359,82419999
39670;340172;L;LES CEVENNES;760,307884766;110,257107258;796;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;18,9263661849;22,0497500005
39683;340172;D;LES CEVENNES;1297,85676889;147,284312337;728;I.N.R.A;70012700;7;00127;00;BT;104;149,430992753;1296,61209951
39684;340172;D;LES CEVENNES;880,115246804;194,684488199;835;D.D.A.S.S;70006500;7;00065;00;BT;104;282,031828652;1899,73625002
39686;340172;D;LES CEVENNES;246,388253104;70,6909265328;846;D.D.A.S.S;70006500;7;00065;00;BT;104;70,7865321249;246,727518005
39687;340172;D;LES CEVENNES;824,951618682;225,209121233;844;D.D.A.S.S;70012600;7;00126;00;BT;104;340,713494979;1419,94302219
39688;340172;L;LES CEVENNES;290,916193704;72,9986529745;800;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;7,5954149748;3,4207494928
39699;340172;D;LES CEVENNES;309,004968794;96,8118076351;771;E.N.S.A.M;70012600;7;00126;00;BT;104;192,588745749;1222,38446644
39700;340172;D;LES CEVENNES;621,668615713;130,530215048;765;E.N.S.A.M;70012600;7;00126;00;BT;104;135,920181888;602,294412093
39703;340172;D;LES CEVENNES;719,652700156;179,511309964;849;D.D.A.S.S;70006500;7;00065;00;BT;104;179,484080863;719,932550043
39714;340172;D;LES CEVENNES;326,352331308;78,181763495;762;E.N.S.A.M;70012600;7;00126;00;BT;104;71,6291739166;286,885899984
39716;340172;D;LES CEVENNES;986,455909289;201,744880145;763;E.N.S.A.M;70012600;7;00126;00;BT;104;156,563630883;740,436349906
39718;340172;D;LES CEVENNES;1782,05707193;359,374078958;837;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;151,648610657;944,49239999
39719;340172;D;LES CEVENNES;517,863393814;132,070970415;820;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;109,576958631;715,513800035
39723;340172;D;LES CEVENNES;700,029618863;164,426820008;793;E.N.S.A.M;70012600;7;00126;00;BT;104;182,304440495;998,092900144
39730;340172;D;LES CEVENNES;1782,05707193;359,374078958;837;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;46,296970546;90,1285500245
39732;340172;D;LES CEVENNES;621,668615713;130,530215048;765;E.N.S.A.M;70012600;7;00126;00;BT;104;7,5834850994;1,3619845002
39738;340172;D;LES CEVENNES;230,853909397;70,2311207873;805;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;70,338825013;231,193299967
39739;340172;D;LES CEVENNES;1782,05707193;359,374078958;837;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;146,07515589;715,570000001
39740;340172;L;LES CEVENNES;986,455909289;201,744880145;763;E.N.S.A.M;70012600;7;00126;00;BT;104;43,5796085639;40,9897499874
39746;340172;D;LES CEVENNES;607,863262919;172,639731117;810;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;95,5010741498;332,612149998
39748;340172;L;LES CEVENNES;986,455909289;201,744880145;763;E.N.S.A.M;70012600;7;00126;00;BT;104;20,8775784089;17,3728000206
39753;340172;D;LES CEVENNES;1297,85676889;147,284312337;728;I.N.R.A;70012700;7;00127;00;BT;104;52,7978855621;130,006343481
39766;340172;L;LES CEVENNES;1829,08428117;341,874486639;804;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;17,6287104143;15,5105999891
39780;340172;L;LES CEVENNES;246,388253104;70,6909265328;846;D.D.A.S.S;70006500;7;00065;00;BT;104;6,1886000294;2,3134655562
39805;340172;D;LES CEVENNES;824,951618682;225,209121233;844;D.D.A.S.S;70012600;7;00126;00;BT;104;9,7993083708;5,8485999837
39809;340172;D;LES CEVENNES;607,863262919;172,639731117;810;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;97,3268773134;378,550249934
39820;340172;D;LES CEVENNES;318,165018615;78,6619158302;819;D.D.A.S.S;70006500;7;00065;00;BT;104;174,097266759;815,801450063
39823;340172;D;LES CEVENNES;104,631903158;46,3625671452;833;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;56,5505850153;168,040549969
39826;340172;D;LES CEVENNES;824,951618682;225,209121233;844;D.D.A.S.S;70012600;7;00126;00;BT;104;29,2512294212;38,0251508891
39830;340172;L;LES CEVENNES;514,085999926;104,567901776;775;E.N.S.A.M;70012600;7;00126;00;BT;104;35,4638767846;53,8607499918
39831;340172;D;LES CEVENNES;285,324790749;79,1650295775;826;D.D.A.S.S;70006500;7;00065;00;BT;104;220,122121763;2174,58360006
39832;340172;L;LES CEVENNES;326,352331308;78,181763495;762;E.N.S.A.M;70012600;7;00126;00;BT;104;30,7888473238;39,9153999809
39833;340172;L;LES CEVENNES;309,004968794;96,8118076351;771;E.N.S.A.M;70012600;7;00126;00;BT;104;118,760995686;287,126897548
39834;340172;D;LES CEVENNES;621,668615713;130,530215048;765;E.N.S.A.M;70012600;7;00126;00;BT;104;37,665689127;24,3998332913
39835;340172;D;LES CEVENNES;290,916193704;72,9986529745;800;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;72,9809107744;290,937167932
39841;340172;L;LES CEVENNES;824,951618682;225,209121233;844;D.D.A.S.S;70012600;7;00126;00;BT;104;19,7178864773;15,6363000195
39845;340172;L;LES CEVENNES;1782,05707193;359,374078958;837;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;18,9171072404;16,3753500067
39851;340172;D;LES CEVENNES;1829,08428117;341,874486639;804;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;60,3395855147;174,157832493
39853;340172;L;LES CEVENNES;318,32104382;83,9078542552;756;E.N.S.A.M;70012600;7;00126;00;BT;104;12,7208866871;9,4519284867
39854;340172;D;LES CEVENNES;621,668615713;130,530215048;765;E.N.S.A.M;70012600;7;00126;00;BT;104;19,8206827922;23,2312029938
39865;340172;L;LES CEVENNES;1782,05707193;359,374078958;837;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;18,8643341472;15,1414999984
39872;340172;D;LES CEVENNES;1829,08428117;341,874486639;804;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;20,3666157796;16,367248989
39873;340172;L;LES CEVENNES;700,029618863;164,426820008;793;E.N.S.A.M;70012600;7;00126;00;BT;104;107,569739965;121,914549976
39874;340172;D;LES CEVENNES;760,307884766;110,257107258;796;Institut de Recherches Agronomiques;70012600;7;00126;00;BT;104;102,235651856;739,406800084
39880;340172;D;LES CEVENNES;318,32104382;83,9078542552;756;E.N.S.A.M;70012600;7;00126;00;BT;104;46,491030943;89,9759500008
40247;340172;L;LES CEVENNES;443,960956202;129,386199351;572;Maison de Quartier Jacques Prévert;00012500;0;00125;00;BC;109;18,5291019189;15,398249985
40258;340172;D;LES CEVENNES;996,78889358;188,658305207;504;Ecole élémentaire Paul Langevin;00029003;0;00290;03;BC;109;153,134164056;789,738999926
40376;340172;L;LES CEVENNES;956,724643576;190,353476909;505;Ecole maternelle Goethe;00029102;0;00291;02;BC;109;27,5143301133;44,9333499819
40378;340172;L;LES CEVENNES;996,78889358;188,658305207;504;Ecole élémentaire Paul Langevin;00029003;0;00290;03;BC;109;46,2561242321;130,126199991
40439;340172;D;LES CEVENNES;996,78889358;188,658305207;504;Ecole élémentaire Paul Langevin;00029003;0;00290;03;BC;109;50,5661687301;150,948149996
40441;340172;D;LES CEVENNES;956,724643576;190,353476909;505;Ecole maternelle Goethe;00029102;0;00291;02;BC;109;190,391392579;913,080099924
40493;340172;L;LES CEVENNES;443,960956202;129,386199351;572;Maison de Quartier Jacques Prévert;00012500;0;00125;00;BC;109;37,5651224718;33,6386999675
40495;340172;L;LES CEVENNES;996,78889358;188,658305207;504;Ecole élémentaire Paul Langevin;00029003;0;00290;03;BC;109;20,5526741572;22,6248000168
40528;340172;L;LES CEVENNES;996,78889358;188,658305207;504;Ecole élémentaire Paul Langevin;00029003;0;00290;03;BC;109;18,4130445863;19,3171999955
40558;340172;D;LES CEVENNES;343,203996989;106,313851927;550;Club de loisirs Jeanne Galzy;00052800;0;00528;00;BC;109;120,327374498;436,1045
40563;340172;L;LES CEVENNES;996,78889358;188,658305207;504;Ecole élémentaire Paul Langevin;00029003;0;00290;03;BC;109;11,6607336815;2,7003500036
40601;340172;D;LES CEVENNES;443,960956202;129,386199351;572;Maison de Quartier Jacques Prévert;00012500;0;00125;00;BC;109;130,874371643;440,688449969
40645;340172;D;LES CEVENNES;443,960956202;129,386199351;572;Maison de Quartier Jacques Prévert;00012500;0;00125;00;BC;109;77,7063509725;371,222850035
40751;340172;D;LES CEVENNES;956,724643576;190,353476909;505;Ecole maternelle Goethe;00029102;0;00291;02;BC;109;14,558590564;12,9928499911
40804;340172;L;LES CEVENNES;996,78889358;188,658305207;504;Ecole élémentaire Paul Langevin;00029003;0;00290;03;BC;109;46,3357530052;130,06599999
40805;340172;D;LES CEVENNES;956,724643576;190,353476909;505;Ecole maternelle Goethe;00029102;0;00291;02;BC;109;20,0948294731;25,2373999934
40863;340172;L;LES CEVENNES;2590,21412168;394,249401596;613;Clinique Clémentville;70015400;7;00154;00;BT;104;15,4487346097;11,1704499956
40865;340172;L;LES CEVENNES;2024,56182498;326,45425498;540;Lycée Jules Guesde;70010300;7;00103;00;BT;104;11,2012892138;7,6832489996
40868;340172;D;LES CEVENNES;69,2013933783;57,5637509787;641;Eglise N.D. de l'Espérance;88888888;;;;CE;0;55,9069999747;175,825600029
40870;340172;D;LES CEVENNES;40,2347812691;32,1019499219;603;Clinique Clémentville;70015400;7;00154;00;BT;104;28,487336733;36,0729349793
40875;340172;L;LES CEVENNES;2024,56182498;326,45425498;540;Lycée Jules Guesde;70010300;7;00103;00;BT;104;8,727431035;2,7404999922
40884;340172;L;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;21,6233637906;25,3181999832
40890;340172;D;LES CEVENNES;2024,56182498;326,45425498;540;Lycée Jules Guesde;70010300;7;00103;00;BT;104;325,864594538;2221,5800847
40895;340172;L;LES CEVENNES;40,2347812691;32,1019499219;603;Clinique Clémentville;70015400;7;00154;00;BT;104;38,7771535228;90,5132530288
40898;340172;L;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;26,9285671925;42,5189000007
40905;340172;L;LES CEVENNES;473,384234405;92,9555626409;589;Clinique Clémentville;70015400;7;00154;00;BT;104;21,6672469361;29,3313709889
40906;340172;L;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;11,0952868073;5,784400004
40910;340172;L;LES CEVENNES;37,438990654;26,3930477884;599;Clinique Clémentville;70015400;7;00154;00;BT;104;12,3623307424;9,0154499979
40913;340172;D;LES CEVENNES;268,595631334;110,687401503;585;Clinique Clémentville;70015400;7;00154;00;BT;104;110,683659502;339,254550014
40922;340172;D;LES CEVENNES;69,2013933783;57,5637509787;641;Eglise N.D. de l'Espérance;88888888;;;;CE;0;46,4254357197;108,186750005
40928;340172;D;LES CEVENNES;37,438990654;26,3930477884;599;Clinique Clémentville;70015400;7;00154;00;BT;104;399,619253075;2689,87521998
40940;340172;D;LES CEVENNES;1270,70939991;143,981974379;615;Gymnase Michelle Ostermeyer;00014200;0;00142;00;BC;109;154,085456062;1376,34205
40945;340172;D;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;330,870537252;2508,93079999
40946;340172;D;LES CEVENNES;37,438990654;26,3930477884;599;Clinique Clémentville;70015400;7;00154;00;BT;104;41,1195894826;95,4263500356
40951;340172;D;LES CEVENNES;0;0;0;Lycée Jules Guesdes;;;;;BT;104;161,876499026;763,422600111
40957;340172;L;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;22,1161498022;26,8219499855
40958;340172;D;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;61,0357866726;199,436449994
40971;340172;L;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;60,3974381199;85,1837999821
40973;340172;L;LES CEVENNES;473,384234405;92,9555626409;589;Clinique Clémentville;70015400;7;00154;00;BT;104;26,8525893437;27,6435480112
40985;340172;L;LES CEVENNES;2590,21412168;394,249401596;613;Clinique Clémentville;70015400;7;00154;00;BT;104;27,3473056443;30,5369999833
40986;340172;D;LES CEVENNES;159,490918686;59,6894476694;588;Lycée Jules Guesdes;70010300;7;00103;00;BT;104;67,7895172076;191,978773482
40995;340172;L;LES CEVENNES;3274,65522825;390,482896253;604;Lycée Jules Guesdes;70010000;7;00100;00;BT;104;255,349853927;269,842299954
41002;340172;D;LES CEVENNES;473,384234405;92,9555626409;589;Clinique Clémentville;70015400;7;00154;00;BT;104;157,853901219;721,140131914
41003;340172;D;LES CEVENNES;473,384234405;92,9555626409;589;Clinique Clémentville;70015400;7;00154;00;BT;104;157,851393028;720,893214475
41004;340172;D;LES CEVENNES;159,490918686;59,6894476694;588;Lycée Jules Guesdes;70010300;7;00103;00;BT;104;67,7968185943;192,19181351
41018;340172;L;LES CEVENNES;473,384234405;92,9555626409;589;Clinique Clémentville;70015400;7;00154;00;BT;104;21,6672469361;29,3313709889
41030;340172;L;LES CEVENNES;242,13324993;65,8723335467;611;Lycée Jules Guesdes;00014200;0;00142;00;BT;104;39,2182859365;95,6891500237
41041;340172;L;LES CEVENNES;409,417096746;82,283445742;750;Collège Las Cazes;99999999;0;00000;0;BT;104;14,1026046071;12,1232750022
41069;340172;D;LES CEVENNES;833,516153245;120,128173261;774;Salle de sports Louis Nègre;00048800;0;00488;00;BC;109;120,156553971;834,164899947
41092;340172;L;LES CEVENNES;903,184487615;139,926153911;753;Collège Las Cazes;70010600;7;00106;00;BT;104;45,6422006615;96,3806499563
41095;340172;D;LES CEVENNES;363,576728067;82,9558457656;746;Collège Las Cazes;99999999;0;00000;0;BT;104;88,5952709272;297,418418506
41159;340172;D;LES CEVENNES;735,528378152;136,842820196;748;La Poste;70023000;7;00230;00;NP;170;461,874051745;2618,47809994
41168;340172;L;LES CEVENNES;903,184487615;139,926153911;753;Collège Las Cazes;70010600;7;00106;00;BT;104;15,4038225078;12,1209999857
41196;340172;D;LES CEVENNES;605,520675005;98,6512641377;713;Ecole maternelle Rudyard Kipling;00036402;0;00364;02;BC;109;153,800785797;787,494900019
41218;340172;D;LES CEVENNES;903,184487615;139,926153911;753;Collège Las Cazes;70010600;7;00106;00;BT;104;121,782291589;766,253581587
