"OBJECTID,N,10,0","IDENT,C,254","NOM,C,254","VLEGALE,N,19,8","REF,C,254","DDEBUT,D","DFIN,D","SENS,C,254","PHJM,N,19,8","PHJS,N,19,8","TJM,N,19,8","COMMENTAIR,C,254","MOIS,N,19,8","ANNEE,N,19,8","TYPECOMPTA,C,50","IDENTSIG,N,19,10"
2613,477TR867,Rue Anatole France,50,2056_007_01,31/03/12,06/04/12,Denis-Hugo,283,411,3035,#N/A,3,2012,Magnétique,867
2614,477TR867,Rue Anatole France,50,2027_003_01,31/03/12,06/04/12,Denis-Hugo,458,440,4154,#N/A,3,2012,Magnétique,867
321,477TR867,Rue Anatole France,50,FRAN.012,05/05/99,11/05/99,Denis-Observatoire,234,122,1038,#N/A,5,1999,Pneumatique,867
2759,2315TR1197,Rue Alfred Nobel,50,2306_005_01,12/11/12,18/11/12,Galois-Einstein,150,103,648,#N/A,11,2012,Magnétique,1197
2760,2315TR1193,Rue Alfred Nobel,50,2291_006_02,12/11/12,18/11/12,Lepine-Galois,482,502,3288,#N/A,11,2012,Magnétique,1193
2758,2315TR1197,Rue Alfred Nobel,50,2303_004_01,12/11/12,18/11/12,Galois-Lepine,152,161,1169,#N/A,11,2012,Magnétique,1197
1784,2315TR1181,Rue Alfred Nobel,50,213_006_01,05/06/09,11/06/09,Einstein-Lepine,341,341,2452,#N/A,6,2009,Pneumatique,1181
1785,2315TR1181,Rue Alfred Nobel,50,213_006_02,05/06/09,11/06/09,Lepine-Einstein,540,612,4053,#N/A,6,2009,Pneumatique,1181
1564,454TR915,Rue Alfred Bruyas,50,212_009_01,17/10/08,23/10/08,Baudin-Ollivier,58,95,783,Pluie,10,2008,Pneumatique,915
2595,437TR352,Rue Albert Luthuli,30,2056_006_01,20/03/12,26/03/12,Chekhal-Baissette,38,62,416,#N/A,3,2012,Magnétique,352
1657,445TR1544,Rue Albert Camus,50,214_001_01,13/01/09,19/01/09,Roseau-Marquerose,257,216,1976,#N/A,1,2009,Pneumatique,1544
1658,445TR1544,Rue Albert Camus,50,214_001_02,13/01/09,19/01/09,Marquerose-Roseau,168,391,2120,#N/A,1,2009,Pneumatique,1544
1369,445TR1545,Rue Albert Camus,30,209_001_01,09/01/08,15/01/08,Marquerose-Angoulème,211,314,1859,#N/A,1,2008,Pneumatique,1545
1370,445TR1545,Rue Albert Camus,30,209_001_02,09/01/08,15/01/08,Angoulème-Marquerose,289,203,1979,#N/A,1,2008,Pneumatique,1545
1325,445TR1545,Rue Albert Camus,50,210_014_01,23/11/07,29/11/07,Roseau-Marquerose,248,208,1804,R.A.S,11,2007,Pneumatique,1545
1326,445TR1545,Rue Albert Camus,50,210_014_02,23/11/07,29/11/07,Marquerose-Roseau,184,406,2206,R.A.S,11,2007,Pneumatique,1545
1756,439TR5790,Rue Albert Arnavielle dit l'Arbi,50,211_005_01,01/05/09,07/05/09,Orient-Impasse,4,5,24,#N/A,5,2009,Pneumatique,5790
1757,439TR5790,Rue Albert Arnavielle dit l'Arbi,50,211_005_02,01/05/09,07/05/09,Impasse-Orient,4,4,15,#N/A,5,2009,Pneumatique,5790
473,422TR775,Rue Adolphe Nourrit,50,NOUR.000.02,06/09/01,12/09/01,Renouvier-Craponne,97,150,971,#N/A,9,2001,Pneumatique,775
472,422TR775,Rue Adolphe Nourrit,50,NOUR.000.01,06/09/01,12/09/01,Craponne-Renouvier,83,98,452,#N/A,9,2001,Pneumatique,775
2634,417TR753,Rue Adam de Craponne,50,1469_008_01,08/06/12,14/06/12,Gambetta-Bernard,465,609,6498,#N/A,6,2012,Magnétique,753
2162,417TR741,Rue Adam de Craponne,50,211_005_02,19/10/10,25/10/10,Bernard-Liberté,63,118,500,#N/A,10,2010,Pneumatique,741
2161,417TR741,Rue Adam de Craponne,50,211_005_01,19/10/10,25/10/10,Liberté-Bernard,246,281,1295,Compteur défectueux,10,2010,Pneumatique,741
2165,417TR753,Rue Adam de Craponne,50,209_010_01,19/10/10,25/10/10,Gambetta-Bernard,474,509,6420,#N/A,10,2010,Pneumatique,753
1536,404TR3973,Rue Abert,50,211_006_02,01/10/08,07/10/08,Lunaret-Castelnau,18,18,99,#N/A,10,2008,Pneumatique,3973
1535,404TR3973,Rue Abert,50,211_006_01,01/10/08,07/10/08,Castelnau-Lunaret,136,85,368,#N/A,10,2008,Pneumatique,3973
1538,404TR3814,Rue Abert,50,221_005_02,01/10/08,07/10/08,Lunaret-Castelnau,14,15,104,#N/A,10,2008,Pneumatique,3814
1537,404TR3814,Rue Abert,50,221_005_01,01/10/08,07/10/08,Castelnau-Lunaret,222,171,988,#N/A,10,2008,Pneumatique,3814
3038,1548TR4222,Rue Abbé Marcel Montels,50,2343_005_01,03/04/13,09/04/13,cabrieres_hallemand,26,17,127,,4,2013,Magnétique,4222
2896,2103TR1118,Route de Vauguières,50,2065_018_01,23/11/12,29/11/12,Lycée PMF-Pénélope,218,197,1272,0,11,2012,Magnétique,1118
2900,2103TR1118,Route de Vauguières,50,2033_014_01,23/11/12,29/11/12,Mogère-Lycée PMF,234,193,1131,0,11,2012,Magnétique,1118
2897,2103TR1118,Route de Vauguières,50,1473_016_02,23/11/12,29/11/12,Pénélope-PMF,118,210,1244,0,11,2012,Magnétique,1118
2603,2103TR6275,Route de Vauguières,30,2025_006_01,27/03/12,02/04/12,Titien-Vinci,109,154,796,#N/A,3,2012,Magnétique,6275
2604,2103TR6275,Route de Vauguières,30,2017_006_02,27/03/12,02/04/12,Vinci-Titien,36,25,167,#N/A,3,2012,Magnétique,6275
2434,2103TR6275,Route de Vauguières,50,1475_003_01,14/06/11,20/06/11,Vinci-Titien,71,60,402,#N/A,6,2011,Magnétique,6275
2439,2103TR1048,Route de Vauguières,50,2056_003_02,14/06/11,20/06/11,Einstein-Odysseum,60,92,621,#N/A,6,2011,Magnétique,1048
2435,2103TR603,Route de Vauguières,50,1579_008_01,14/06/11,20/06/11,Vinci-Vauguières,29,31,211,#N/A,6,2011,Magnétique,603
2438,2103TR1048,Route de Vauguières,50,2017_003_01,14/06/11,20/06/11,Odysseum-Einstein,164,205,1142,#N/A,6,2011,Magnétique,1048
2436,2103TR6275,Route de Vauguières,50,1600_007_01,14/06/11,20/06/11,Odysseum-Einstein,100,110,803,#N/A,6,2011,Magnétique,6275
1910,2103TR1105,Route de Vauguières,90,209_001_01,12/01/10,18/01/10,Banquière-Pénélope,325,137,1121,#N/A,1,2010,Pneumatique,1105
1911,2103TR1105,Route de Vauguières,90,209_001_02,12/01/10,18/01/10,Pénélope-Banquière,91,296,1349,#N/A,1,2010,Pneumatique,1105
1804,2103TR1118,Route de Vauguières,50,223_007_01,13/06/09,19/06/09,Banquière-Pénélope,210,147,1045,#N/A,6,2009,Pneumatique,1118
1805,2103TR1118,Route de Vauguières,50,223_007_02,13/06/09,19/06/09,Pénélope-Banquière,55,108,1297,#N/A,6,2009,Pneumatique,1118
1681,2103TR6275,Route de Vauguières,50,223_002_01,31/01/09,06/02/09,Einstein-Titen,60,56,361,#N/A,1,2009,Pneumatique,6275
1682,2103TR6275,Route de Vauguières,50,223_002_02,31/01/09,06/02/09,Titen-Einstein,124,141,1045,#N/A,1,2009,Pneumatique,6275
1563,2103TR1059,Route de Vauguières,50,214_014_02,17/10/08,23/10/08,Einstein-Titen,47,66,351,Pluie,10,2008,Pneumatique,1059
1562,2103TR1059,Route de Vauguières,50,214_014_01,17/10/08,23/10/08,Titen-Einstein,106,102,742,Pluie,10,2008,Pneumatique,1059
1159,2103TR1118,Route de Vauguières,50,212_005_01,02/12/06,08/12/06,Penelope-Boualem,82,267,1184,#N/A,12,2006,Pneumatique,1118
1160,2103TR1118,Route de Vauguières,50,212_005_02,02/12/06,08/12/06,Boualem-Penelope,226,119,1102,#N/A,12,2006,Pneumatique,1118
3549,1518TR6434,Route de Mende,50,210_004_01,01/10/13,07/10/13,Auriol_Young,1348,639,7075,,10,2013,Pneumatique,6434
3216,1518TR3246,Route de Mende,9999,CT27_2013-03-18.xls,18/03/13,24/03/13,Pre-Justice,271,225,1968,,3,2013,Regulation,3246
3093,1518TR3246,Route de Mende,9999,CT27_2013-03-18.xls,18/03/13,24/03/13,Pre-Justice,271,225,1968,,3,2013,Regulation,3246
3092,1518TR3249,Route de Mende,9999,CT22_2013-03-18.xls,18/03/13,24/03/13,Pezet-Dunant,294,301,2755,,3,2013,Regulation,3249
3215,1518TR3249,Route de Mende,9999,CT22_2013-03-18.xls,18/03/13,24/03/13,Pezet-Dunant,294,301,2755,,3,2013,Regulation,3249
2908,1518TR3243,Route de Mende,50,2335_005_01,27/11/12,03/12/12,Clercs-Saint Vincent,409,453,3836,0,11,2012,Magnétique,3243
2874,1518TR3249,Route de Mende,9999,CT22_2012-11-19.xls,19/11/12,25/11/12,Pezet-Dunant,302,309,2827,0,11,2012,Regulation,3249
2875,1518TR3246,Route de Mende,9999,CT27_2012-11-19.xls,19/11/12,25/11/12,Pre-Justice,278,220,2031,0,11,2012,Regulation,3246
2909,1518TR3243,Route de Mende,50,2293_003_02,27/11/12,03/12/12,Saint Vincent-Clercs,628,573,5245,0,11,2012,Magnétique,3243
2812,1518TR3249,Route de Mende,9999,CT22_2012-03-19.xls,19/03/12,25/03/12,Pezet-Dunant,316,313,2948,0,3,2012,Regulation,3249
2813,1518TR3246,Route de Mende,9999,CT27_2012-03-19.xls,19/03/12,25/03/12,Pre-Justice,278,220,2047,0,3,2012,Regulation,3246
2509,1518TR2873,Route de Mende,50,1600_014_01,29/11/11,05/12/11,Richier-Camproux,171,247,1796,#N/A,11,2011,Magnétique,2873
2508,1518TR6434,Route de Mende,50,1589_012_01,29/11/11,05/12/11,Auriol-Camproux,1331,636,6997,#N/A,11,2011,Magnétique,6434
2510,1518TR2873,Route de Mende,50,1562_010_02,29/11/11,05/12/11,Camproux-Richier,902,453,4686,#N/A,11,2011,Magnétique,2873
2328,1518TR3249,Route de Mende,9999,CT22_2011-03-21.xls,21/03/11,27/03/11,Pezet-Dunant,275,301,2780,0,3,2011,Regulation,3249
2329,1518TR3246,Route de Mende,9999,CT27_2011-03-21.xls,21/03/11,27/03/11,Pre-Justice,256,218,2068,0,3,2011,Regulation,3246
1440,1518TR346,Route de Mende,50,225_002_01,30/04/08,06/05/08,Domitienne-Richier,415,423,3687,Rapport Lissé,4,2008,Pneumatique,346
1439,1518TR347,Route de Mende,50,218_004_02,30/04/08,06/05/08,Richier-Domitienne,791,614,5888,Rapport Lissé,4,2008,Pneumatique,347
1438,1518TR347,Route de Mende,50,218_004_01,30/04/08,06/05/08,Domitienne-Richier,453,572,4133,Rapport Lissé,4,2008,Pneumatique,347
1441,1518TR346,Route de Mende,50,225_002_02,30/04/08,06/05/08,Richier-Domitienne,769,705,5604,Rapport Lissé,4,2008,Pneumatique,346
1118,1518TR6434,Route de Mende,50,209_006_01,20/09/06,26/09/06,Agropolis-Richier,1406,662,7596,#N/A,9,2006,Pneumatique,6434
1042,1518TR3243,Route de Mende,50,213_002_02,12/05/06,18/05/06,Brigade-Vincent,501,509,1864,Compteur défectueux,5,2006,Pneumatique,3243
1049,1518TR3243,Route de Mende,50,206_007_02,12/05/06,18/05/06,Justice-Giratoire,515,499,5069,#N/A,5,2006,Pneumatique,3243
1048,1518TR3243,Route de Mende,50,206_007_01,12/05/06,18/05/06,Giratoire-Justice,692,617,6122,#N/A,5,2006,Pneumatique,3243
1041,1518TR3243,Route de Mende,50,213_002_01,12/05/06,18/05/06,Vincent-Brigade,684,590,4705,Compteur défectueux,5,2006,Pneumatique,3243
1031,1518TR6434,Route de Mende,50,203_005_01,08/04/06,14/04/06,Richier-Auriol,262,166,732,#N/A,4,2006,Pneumatique,6434
1030,1518TR6434,Route de Mende,50,212_001_01,08/04/06,14/04/06,Auriol-Richier,1588,790,8578,#N/A,4,2006,Pneumatique,6434
991,1518TR3395,Route de Mende,50,204_004_02,17/03/06,23/03/06,Imbert-Camproux,237,307,2315,#N/A,3,2006,Pneumatique,3395
990,1518TR3395,Route de Mende,50,204_004_01,17/03/06,23/03/06,Camproux-Imbert,819,545,4916,#N/A,3,2006,Pneumatique,3395
949,1518TR2887,Route de Mende,50,106_002_01,20/01/06,26/01/06,Richier-Agropolis,27,87,97,#N/A,1,2006,Pneumatique,2887
950,1518TR6433,Route de Mende,50,102_002_01,20/01/06,26/01/06,Agropolis-Richier,1062,547,6249,#N/A,1,2006,Pneumatique,6433
951,1518TR6433,Route de Mende,50,103_002_01,20/01/06,26/01/06,Agropolis-Young,368,188,1498,#N/A,1,2006,Pneumatique,6433
952,1518TR6433,Route de Mende,50,104_002_01,20/01/06,26/01/06,Richier-Agropolis,79,54,308,#N/A,1,2006,Pneumatique,6433
927,1518TR6434,Route de Mende,50,1935_003_01,08/12/05,14/12/05,Agropolis-Richier,1430,747,7928,#N/A,12,2005,Pneumatique,6434
848,1518TR346,Route de Mende,50,1938_003_01,24/06/05,30/06/05,Domitienne-Imbert,341,389,4000,#N/A,6,2005,Pneumatique,346
847,1518TR346,Route de Mende,50,1559_004_01,24/06/05,30/06/05,Domitienne-Imbert,11,407,763,#N/A,6,2005,Pneumatique,346
849,1518TR347,Route de Mende,50,1933_004_01,24/06/05,30/06/05,Imbert-Domitienne,915,664,4537,Tube coupé,6,2005,Pneumatique,347
715,1518TR3395,Route de Mende,50,864_004_01,25/05/04,31/05/04,Imbert-Hortus,174,308,2317,#N/A,5,2004,Pneumatique,3395
714,1518TR6434,Route de Mende,50,1933_001_01,25/05/04,31/05/04,Montferrier-Hortus,1510,733,6351,#N/A,5,2004,Pneumatique,6434
716,1518TR3395,Route de Mende,50,864_004_02,25/05/04,31/05/04,Hortus-Imbert,1144,720,7487,#N/A,5,2004,Pneumatique,3395
694,1518TR6433,Route de Mende,50,845_006_01,26/03/04,01/04/04,Hortus-Auriol,286,430,3553,#N/A,3,2004,Pneumatique,6433
695,1518TR6433,Route de Mende,50,845_006_02,26/03/04,01/04/04,Auriol-Hortus,799,421,4827,#N/A,3,2004,Pneumatique,6433
442,1518TR6434,Route de Mende,50,MEND.003,23/03/01,29/03/01,Richier-Montferrier,286,513,4152,#N/A,3,2001,Pneumatique,6434
443,1518TR6434,Route de Mende,50,MEND.004,23/03/01,29/03/01,Montferrier-Richier,957,474,4946,#N/A,3,2001,Pneumatique,6434
171,1518TR3249,Route de Mende,50,MEND.013,28/05/97,03/06/97,Domicienne-Languedoc,459,629,6152,#N/A,5,1997,Pneumatique,3249
170,1518TR3246,Route de Mende,50,MEND.004,28/05/97,03/06/97,Languedoc-Boutonnet,609,745,7566,#N/A,5,1997,Pneumatique,3246
169,1518TR3246,Route de Mende,50,MEND.003,28/05/97,03/06/97,Boutonnet-Languedoc,760,660,7766,#N/A,5,1997,Pneumatique,3246
172,1518TR3249,Route de Mende,50,MEND.014,28/05/97,03/06/97,Languedoc-Domitienne,524,455,5645,#N/A,5,1997,Pneumatique,3249
3560,1392TR2478,Route de Lodève,50,219_007_01,01/10/13,07/10/13,Spaak_Juvignac,637,857,7170,,10,2013,Pneumatique,2478
3561,1392TR2478,Route de Lodève,50,219_007_02,01/10/13,07/10/13,Juvignac_Spaak,970,692,8336,,10,2013,Pneumatique,2478
3146,1392TR2441,Route de Lodève,30,2065_011_01,01/06/13,07/06/13,Lachapelle_Moulins,207,291,2359,#N/A,6,2013,Magnétique,2441
3148,1392TR2439,Route de Lodève,30,2082_011_01,01/06/13,07/06/13,Moulins_Saint Castor,325,423,4054,#N/A,6,2013,Magnétique,2439
3149,1392TR2439,Route de Lodève,30,2033_009_02,01/06/13,07/06/13,Saint Castor_Moulins,409,433,3922,#N/A,6,2013,Magnétique,2439
3147,1392TR2441,Route de Lodève,30,2104_010_02,01/06/13,07/06/13,Moulins_Lachapelle,391,436,3856,#N/A,6,2013,Magnétique,2441
2656,1392TR2337,Route de Lodève,30,2025_010_02,20/06/12,26/06/12,Spaak-Celleneuve,424,364,3867,#N/A,6,2012,Magnétique,2337
2655,1392TR2337,Route de Lodève,30,1579_010_01,20/06/12,26/06/12,Spaak-Celleneuve,351,542,4218,#N/A,6,2012,Magnétique,2337
576,1392TR2439,Route de Lodève,50,872_002_01,04/02/03,10/02/03,Spaak-Tonnelles,636,494,6280,#N/A,2,2003,Pneumatique,2439
577,1392TR2439,Route de Lodève,50,872_002_02,04/02/03,10/02/03,Tonnelles-Spaak,599,695,7496,#N/A,2,2003,Pneumatique,2439
298,1392TR6675,Route de Lodève,50,LODE.004,28/01/99,03/02/99,Juvignac-Celleneuve,884,611,6410,#N/A,1,1999,Pneumatique,6675
3583,1363TR2081,Route de Lavérune,50,2033_014_02,11/10/13,17/10/13,COUSTAUDE_FAJON,1174,652,7167,,10,2013,Magnétique,2081
3582,1363TR2081,Route de Lavérune,50,2104_015_01,11/10/13,17/10/13, FAJON_COUSTAUDE,559,987,6756,,10,2013,Magnétique,2081
2962,1363TR1831,Route de Lavérune,50,2326_002_01,23/01/13,29/01/13,Danton_Sevigne,418,654,4744,,1,2013,Magnétique,1831
2963,1363TR1831,Route de Lavérune,50,2327_002_02,23/01/13,29/01/13,Sevigne_Danton,696,485,4679,,1,2013,Magnétique,1831
2513,1363TR4888,Route de Lavérune,50,2027_009_01,02/12/11,08/12/11,Figuerolles-Loup,455,779,6068,#N/A,12,2011,Magnétique,4888
2514,1363TR4888,Route de Lavérune,50,2033_009_02,02/12/11,08/12/11,Loup-Figuerolles,802,728,7105,#N/A,12,2011,Magnétique,4888
2515,1363TR4874,Route de Lavérune,50,1393_006_01,09/12/11,15/12/11,Figuerolles-Loup,346,384,3056,#N/A,12,2011,Magnétique,4874
2516,1363TR4874,Route de Lavérune,50,2021_009_02,09/12/11,15/12/11,Loup-Figuerolles,631,535,5185,#N/A,12,2011,Magnétique,4874
2266,1363TR1844,Route de Lavérune,50,203_002_01,11/02/11,17/02/11,Figairasse-Fajon,742,481,5113,#N/A,2,2011,Pneumatique,1844
2267,1363TR1844,Route de Lavérune,50,203_002_02,11/02/11,17/02/11,Fajon-Figairasse,404,594,4850,#N/A,2,2011,Pneumatique,1844
1967,1363TR1862,Route de Lavérune,50,215_001_01,19/01/10,25/01/10,Exupery-Pèzenas,1214,780,8790,#N/A,1,2010,Pneumatique,1862
1968,1363TR1862,Route de Lavérune,50,215_001_02,19/01/10,25/01/10,Pèzenas-Exupery,482,775,6550,#N/A,1,2010,Pneumatique,1862
1776,1363TR674,Route de Lavérune,50,211_006_01,29/05/09,04/06/09,Loup-Figuerolles,730,488,5314,#N/A,5,2009,Pneumatique,674
1777,1363TR674,Route de Lavérune,50,211_006_02,29/05/09,04/06/09,Figuerolles-Loup,307,479,4022,#N/A,5,2009,Pneumatique,674
1163,1363TR2032,Route de Lavérune,50,203_011_01,01/12/06,07/12/06,Fajon-Laverune,1147,676,8092,#N/A,12,2006,Pneumatique,2032
1162,1363TR2032,Route de Lavérune,50,210_009_01,01/12/06,07/12/06,Laverune-Fajon,707,1187,8736,#N/A,12,2006,Pneumatique,2032
487,1363TR2032,Route de Lavérune,50,RD5.000.02,07/11/01,13/11/01,Fajon-Exupery,1249,842,6591,#N/A,11,2001,Pneumatique,2032
486,1363TR2032,Route de Lavérune,50,RD5.000.01,07/11/01,13/11/01,Exupery-Fajon,682,1222,7791,#N/A,11,2001,Pneumatique,2032
259,1363TR1816,Route de Lavérune,50,LAVE.004,13/10/98,19/10/98,Lavandin-Robespierre,498,880,6398,#N/A,10,1998,Pneumatique,1816
258,1363TR1816,Route de Lavérune,50,LAVE.003,13/01/98,19/01/98,Robespierre-Lavandin,780,564,6164,#N/A,1,1998,Pneumatique,1816
109,1363TR1817,Route de Lavérune,50,LOUP.004,11/09/97,17/09/97,Valery-Laverune,282,299,3073,#N/A,9,1997,Pneumatique,1817
116,1363TR4874,Route de Lavérune,50,LAVE.052,11/03/97,17/03/97,Figuerolles-Loup,298,556,5019,#N/A,3,1997,Pneumatique,4874
115,1363TR4874,Route de Lavérune,50,LAVE.042,11/03/97,17/03/97,Loup-Figuerolles,692,513,6365,#N/A,3,1997,Pneumatique,4874
114,1363TR1822,Route de Lavérune,50,LAVE.023,11/03/97,17/03/97,Loup-Figairasse,899,668,7683,#N/A,3,1997,Pneumatique,1822
110,1363TR1817,Route de Lavérune,50,LOUP.003,11/03/97,17/03/97,Valery-Laverune,108,113,913,#N/A,3,1997,Pneumatique,1817
113,1363TR1822,Route de Lavérune,50,LAVE.024,11/03/97,17/03/97,Figairasse-Loup,522,954,7696,#N/A,3,1997,Pneumatique,1822
106,1363TR1844,Route de Lavérune,50,LAVE.002,11/03/97,17/03/97,Loup-Exupery,536,844,5631,#N/A,3,1997,Pneumatique,1844
107,1363TR1844,Route de Lavérune,50,LAVE.011,11/03/97,17/03/97,Exupery-Loup,685,488,5803,#N/A,3,1997,Pneumatique,1844
46,1363TR1912,Route de Lavérune,50,LAVE.021,19/08/96,25/08/96,Lavérune-Vaniéres,48,54,533,#N/A,8,1996,Pneumatique,1912
11,1363TR2032,Route de Lavérune,50,LAVE.011,25/03/96,31/03/96,Figuerolles-Laverune,646,1165,8178,#N/A,3,1996,Pneumatique,2032
7,1363TR1912,Route de Lavérune,50,LAVE.001,11/03/96,17/03/96,Exupery-Figuerolles,970,676,7260,#N/A,3,1996,Pneumatique,1912
3557,1168TR17335,Route de Grabels,70,214_001_02,01/10/13,07/10/13,Valsiere_Rome,170,318,2341,,10,2013,Pneumatique,17335
3556,1168TR17335,Route de Grabels,70,214_001_01,01/10/13,07/10/13,Rome_Valsiere,355,212,2539,,10,2013,Pneumatique,17335
3214,1168TR17335,Route de Grabels,9999,CT10_2013-03-18.xls,18/03/13,24/03/13,Valsière-Gimel,123,196,1612,,3,2013,Regulation,17335
3091,1168TR17335,Route de Grabels,9999,CT10_2013-03-18.xls,18/03/13,24/03/13,Valsière-Gimel,123,196,1612,,3,2013,Regulation,17335
2873,1168TR17335,Route de Grabels,9999,CT10_2012-11-19.xls,19/11/12,25/11/12,Valsière-Gimel,117,207,1650,0,11,2012,Regulation,17335
2811,1168TR17335,Route de Grabels,9999,CT10_2012-03-19.xls,19/03/12,25/03/12,Valsière-Gimel,126,207,1681,0,3,2012,Regulation,17335
2327,1168TR17335,Route de Grabels,9999,CT10_2011-03-21.xls,21/03/11,27/03/11,Valsière-Gimel,130,230,1689,0,3,2011,Regulation,17335
3553,1109TR2809,Route de Ganges,70,2303_011_01,01/10/13,07/10/13,Apothicaires_RD 986,690,1137,9894,,10,2013,Magnétique,2809
3552,1109TR2809,Route de Ganges,70,2285_011_01,01/10/13,07/10/13,Apothicaires_RD 986,326,1204,5325,,10,2013,Magnétique,2809
3554,1109TR2809,Route de Ganges,70,2033_013_02,01/10/13,07/10/13,RD 986_Apothicaires,1372,909,11165,,10,2013,Magnétique,2809
3555,1109TR2809,Route de Ganges,70,2082_015_02,01/10/13,07/10/13,RD 986_Apothicaires,1176,361,4045,,10,2013,Magnétique,2809
3213,1109TR6257,Route de Ganges,9999,CT15_2013-03-18.xls,18/03/13,24/03/13,Poiriers-Palmiers,502,478,4983,,3,2013,Regulation,6257
3212,1109TR6257,Route de Ganges,9999,CT16_2013-03-18.xls,18/03/13,24/03/13,Palmiers-Poiriers,294,302,3025,,3,2013,Regulation,6257
3090,1109TR6257,Route de Ganges,9999,CT15_2013-03-18.xls,18/03/13,24/03/13,Poiriers-Palmiers,502,478,4983,,3,2013,Regulation,6257
3089,1109TR6257,Route de Ganges,9999,CT16_2013-03-18.xls,18/03/13,24/03/13,Palmiers-Poiriers,294,302,3025,,3,2013,Regulation,6257
2994,1109TR3623,Route de Ganges,50,2327_004_02,14/02/13,20/02/13,Diacon_Palmiers,433,428,4646,,2,2013,Magnétique,3623
2991,1109TR3623,Route de Ganges,50,2335_004_01,14/02/13,20/02/13,Palmiers_Diacon,355,398,4449,,2,2013,Magnétique,3623
2993,1109TR3623,Route de Ganges,50,2326_004_02,14/02/13,20/02/13,Diacon_Palmiers,568,430,4189,,2,2013,Magnétique,3623
2992,1109TR3623,Route de Ganges,50,2332_004_01,14/02/13,20/02/13,Palmiers_Diacon,396,392,3809,,2,2013,Magnétique,3623
2872,1109TR6257,Route de Ganges,9999,CT15_2012-11-19.xls,19/11/12,25/11/12,Poiriers-Palmiers,487,502,5054,0,11,2012,Regulation,6257
2871,1109TR6257,Route de Ganges,9999,CT16_2012-11-19.xls,19/11/12,25/11/12,Palmiers-Poiriers,293,317,3059,0,11,2012,Regulation,6257
2809,1109TR6257,Route de Ganges,9999,CT16_2012-03-19.xls,19/03/12,25/03/12,Palmiers-Poiriers,350,331,3341,0,3,2012,Regulation,6257
2810,1109TR6257,Route de Ganges,9999,CT15_2012-03-19.xls,19/03/12,25/03/12,Poiriers-Palmiers,527,502,5198,0,3,2012,Regulation,6257
2326,1109TR6257,Route de Ganges,9999,CT15_2011-03-21.xls,21/03/11,27/03/11,Poiriers-Palmiers,482,481,4988,0,3,2011,Regulation,6257
2325,1109TR6257,Route de Ganges,9999,CT16_2011-03-21.xls,21/03/11,27/03/11,Palmiers-Poiriers,337,341,3388,0,3,2011,Regulation,6257
1193,1109TR3420,Route de Ganges,50,215_001_01,24/01/07,30/01/07,Flahault-Dubedout,849,1254,12040,#N/A,1,2007,Pneumatique,3420
1015,1109TR2940,Route de Ganges,50,205_004_01,31/03/06,06/04/06,Ganges-Lyre,907,2544,13486,#N/A,3,2006,Pneumatique,2940
777,1109TR3420,Route de Ganges,50,864_004_01,04/02/05,10/02/05,Occitanie-Lyre,971,1518,13779,#N/A,2,2005,Pneumatique,3420
82,1109TR3567,Route de Ganges,50,HOPI.001,30/10/96,05/11/96,Flahault-Dubedout,495,327,2419,#N/A,10,1996,Pneumatique,3567
815,2354TR4361,Rond-Point Général Paris de Bollardière,50,1374_002_01,24/05/05,30/05/05,Moulins-Ventre,776,608,6152,#N/A,5,2005,Pneumatique,4361
814,2354TR4361,Rond-Point Général Paris de Bollardière,50,872_009_01,24/05/05,30/05/05,Moulins-Mares,127,168,878,#N/A,5,2005,Pneumatique,4361
813,2354TR4361,Rond-Point Général Paris de Bollardière,50,845_009_00,24/05/05,30/05/05,Mares-Moulins,184,179,1567,#N/A,5,2005,Pneumatique,4361
807,2354TR4361,Rond-Point Général Paris de Bollardière,50,1938_001_01,24/05/05,30/05/05,Domitienne-Mares,872,1053,6386,Tube coupé,5,2005,Pneumatique,4361
812,2354TR4361,Rond-Point Général Paris de Bollardière,50,864_009_01,24/05/05,30/05/05,Mares-Domitienne,1104,879,9405,#N/A,5,2005,Pneumatique,4361
809,2354TR4361,Rond-Point Général Paris de Bollardière,50,872_010_01,24/05/05,30/05/05,Ventre-Moulins,489,754,4283,#N/A,5,2005,Pneumatique,4361
810,2354TR4361,Rond-Point Général Paris de Bollardière,50,864_008_01,24/05/05,30/05/05,Ventre-Mares,162,187,1803,#N/A,5,2005,Pneumatique,4361
811,2354TR4361,Rond-Point Général Paris de Bollardière,50,846_002_01,24/05/05,30/05/05,Mares-Ventre,114,136,1092,#N/A,5,2005,Pneumatique,4361
808,2354TR4361,Rond-Point Général Paris de Bollardière,50,1560_002_01,24/05/05,30/05/05,Domitienne-Ventre,132,178,1248,#N/A,5,2005,Pneumatique,4361
227,2320TR1196,Rond-point Evariste Galois,50,GALO.031,30/01/98,05/02/98,France-Nobel,962,497,4196,#N/A,1,1998,Pneumatique,1196
228,2320TR1197,Rond-point Evariste Galois,50,GALO.041,30/01/98,05/02/98,Nobel-France,283,528,2815,#N/A,1,1998,Pneumatique,1197
226,2320TR6142,Rond-point Evariste Galois,50,GALO.021,30/01/98,05/02/98,Odysseum-Becquerel,252,358,2220,#N/A,1,1998,Pneumatique,6142
