"OBJECTID,N,10,0","IDENT,C,254","NOM,C,254","VLEGALE,N,19,8","REF,C,254","DDEBUT,D","DFIN,D","SENS,C,254","PHJM,N,19,8","PHJS,N,19,8","TJM,N,19,8","COMMENTAIR,C,254","MOIS,N,19,8","ANNEE,N,19,8","TYPECOMPTA,C,50","IDENTSIG,N,19,10"
224,2320TR1199,Rond-point Evariste Galois,50,GALO.001,30/01/98,05/02/98,France-Becquerel,576,458,3657,#N/A,1,1998,Pneumatique,1199
99,2488TR464,Rond-point du Zénith,50,ZENI.011,06/03/97,12/03/97,Zenith-Aeroport,1545,1723,15977,#N/A,3,1997,Pneumatique,464
101,2488TR466,Rond-point du Zénith,50,ZENI.031,06/03/97,12/03/97,Zenith-Grammont,1807,1602,16555,#N/A,3,1997,Pneumatique,466
102,2488TR463,Rond-point du Zénith,50,ZENI.041,06/03/97,12/03/97,Zenith-Mendes,1052,798,5125,#N/A,3,1997,Pneumatique,463
44,1357TR970,Quai Laurens,50,DUBO.001,24/08/96,30/08/96,Juvenal-Leclerc,465,894,3427,#N/A,8,1996,Pneumatique,970
45,1357TR970,Quai Laurens,50,DUBO.011,24/08/96,30/08/96,Juvenal-Strasbourg,538,756,7673,#N/A,8,1996,Pneumatique,970
1798,2220TR1910,Quai Flora Tristan,50,214_006_01,09/06/09,15/06/09,Planes-Rouget,35,72,423,#N/A,6,2009,Pneumatique,1910
1799,2220TR1910,Quai Flora Tristan,50,214_006_02,09/06/09,15/06/09,Rouget-Planes,89,45,353,#N/A,6,2009,Pneumatique,1910
423,2220TR1910,Quai Flora Tristan,50,TRIST.002,10/01/01,16/01/01,Planes-Rouget,46,62,265,#N/A,1,2001,Pneumatique,1910
422,2220TR1910,Quai Flora Tristan,50,TRIST.001,10/01/01,16/01/01,Rouget-Planes,76,56,339,#N/A,1,2001,Pneumatique,1910
3211,2108TR7511,Quai du Verdanson,9999,CT41_2013-03-18.xls,18/03/13,24/03/13,Nimes-Proudhon,87,76,748,,3,2013,Regulation,7511
3088,2108TR7511,Quai du Verdanson,9999,CT41_2013-03-18.xls,18/03/13,24/03/13,Nimes-Proudhon,87,76,748,,3,2013,Regulation,7511
2808,2108TR7511,Quai du Verdanson,9999,CT41_2012-03-19.xls,19/03/12,25/03/12,Nimes-Proudhon,1434,1106,9134,0,3,2012,Regulation,7511
2324,2108TR7511,Quai du Verdanson,9999,CT41_2011-03-21.xls,21/03/11,27/03/11,Nimes-Proudhon,735,722,8581,0,3,2011,Regulation,7511
2250,2108TR4225,Quai du Verdanson,50,1600_002_01,27/01/11,02/02/11,Verdanson-Charles,91,51,313,#N/A,1,2011,Magnétique,4225
1649,2108TR4281,Quai du Verdanson,50,211_001_01,10/01/09,16/01/09,Nimes-Albert 1er,1072,1051,13387,Rapport Lissé,1,2009,Pneumatique,4281
1263,2108TR4281,Quai du Verdanson,50,202_004_01,25/05/07,31/05/07,11novembre-Albert1,925,922,11838,R.A.S,5,2007,Pneumatique,4281
588,2108TR4225,Quai du Verdanson,50,856_005_01,26/03/03,01/04/03,Verdanson-Albert,705,498,5761,#N/A,3,2003,Pneumatique,4225
2253,2036TR4233,Quai des Tanneurs,50,223_002_01,27/01/11,02/02/11,Verdanson-Bertrand,1207,1195,15556,#N/A,1,2011,Pneumatique,4233
587,2036TR4233,Quai des Tanneurs,50,872_004_01,26/03/03,01/04/03,Verdanson-Albert,1670,1647,20813,#N/A,3,2003,Pneumatique,4233
3210,405TR148,Pont Raymond Chauliac,9999,CT64_2013-03-18.xls,18/03/13,24/03/13,Mendès France- Aérop,453,493,5205,,3,2013,Regulation,148
3087,405TR148,Pont Raymond Chauliac,9999,CT64_2013-03-18.xls,18/03/13,24/03/13,Mendès France- Aérop,453,493,5205,,3,2013,Regulation,148
2870,405TR148,Pont Raymond Chauliac,9999,CT64_2012-11-19.xls,19/11/12,25/11/12,Mendès France- Aérop,452,465,5276,0,11,2012,Regulation,148
2807,405TR148,Pont Raymond Chauliac,9999,CT64_2012-03-19.xls,19/03/12,25/03/12,Mendès France- Aérop,610,591,6211,0,3,2012,Regulation,148
2323,405TR148,Pont Raymond Chauliac,9999,CT64_2011-03-21.xls,21/03/11,27/03/11,Mendès France- Aérop,586,588,6381,0,3,2011,Regulation,148
526,1115TR3736,Pont du Garigliano,50,1938.002.01,30/05/02,05/06/02,Maur-Pompignane,459,511,4224,#N/A,5,2002,Pneumatique,3736
1142,1933TR177,Place Saint Denis,50,214_005_01,18/10/06,24/10/06,Observatoire-Denis,237,267,2967,#N/A,10,2006,Pneumatique,177
967,1896TR5681,Place Rondelet,50,103_003_01,01/02/06,07/02/06,Maurin-Michel,241,410,3083,#N/A,2,2006,Pneumatique,5681
966,1896TR5688,Place Rondelet,50,110_001_01,01/02/06,07/02/06,Maurin-Catalan,287,270,3204,#N/A,2,2006,Pneumatique,5688
2520,1888TR767,Place Roger Salengro,50,2082_008_01,06/12/11,12/12/11,Bouschet-Pellicier,140,200,1486,#N/A,12,2011,Magnétique,767
2521,1888TR767,Place Roger Salengro,50,1473_008_01,06/12/11,12/12/11,Bouschet-Pellicier,385,384,2858,#N/A,12,2011,Magnétique,767
2138,1888TR750,Place Roger Salengro,50,1393_004_01,05/10/10,11/10/10,Renouvier-Pellicier,209,204,2074,#N/A,10,2010,Magnétique,750
2137,1888TR750,Place Roger Salengro,50,1600_008_01,05/10/10,11/10/10,Renouvier-Pellicier,237,240,1453,#N/A,10,2010,Magnétique,750
2160,1888TR767,Place Roger Salengro,50,216_012_01,19/10/10,25/10/10,Renouvier-Pellicier,490,524,5630,#N/A,10,2010,Pneumatique,767
2529,3407TR7668,Place Roger Igouninc,50,1473_001_01,03/01/12,09/01/12,Aragon-Paul,19,39,191,#N/A,1,2012,Magnétique,7668
2530,3407TR7668,Place Roger Igouninc,50,1393_001_02,03/01/12,09/01/12,Paul-Aragon,29,38,242,#N/A,1,2012,Magnétique,7668
1957,1541TR912,Place Molière,50,201_004_02,08/02/10,14/02/10,Hugo+Etuves,53,22,259,#N/A,2,2010,Pneumatique,912
1956,1541TR912,Place Molière,50,201_004_01,08/02/10,14/02/10,Etuves-Hugo,29,20,175,#N/A,2,2010,Pneumatique,912
1575,1039TR99999,Place Flandres-Dunkerque,50,211_008_01,20/11/08,26/11/08,Pavelet-Toulouse,185,142,1421,#N/A,11,2008,Pneumatique,99999
1572,1039TR99999,Place Flandres-Dunkerque,50,219_007_01,20/11/08,26/11/08,Valery-Toulouse,496,595,5755,#N/A,11,2008,Pneumatique,99999
1573,1039TR99999,Place Flandres-Dunkerque,50,223_008_01,20/11/08,26/11/08,Toulouse-Pavelet,180,225,1971,#N/A,11,2008,Pneumatique,99999
2988,997TR3573,Place Eugène Bataillon,50,2082_ 004_01,14/02/13,20/02/13,Dauphine_Truel,360,254,1622,,2,2013,Magnétique,3573
2987,997TR3573,Place Eugène Bataillon,50,2274_003_01,14/02/13,20/02/13,Dauphine_Truel,454,278,2369,,2,2013,Magnétique,3573
2989,997TR3573,Place Eugène Bataillon,50,2104_003_02,14/02/13,20/02/13,Truel_Dauphine,275,409,3052,,2,2013,Magnétique,3573
2990,997TR3573,Place Eugène Bataillon,50,2065_004_02,14/02/13,20/02/13,Truel_Dauphine,190,288,1738,,2,2013,Magnétique,3573
2117,1621TR6475,Place du Onze Novembre,50,1469_001_01,22/09/10,28/09/10,Corum-Mermoz,0,0,2262,#N/A,9,2010,Magnétique,6475
2140,3257TR16252,Place du Onze Novembre,50,1469_002_01,22/09/10,28/09/10,Corum-Mermoz,170,187,2258,#N/A,9,2010,Magnétique,16252
2139,3257TR16252,Place du Onze Novembre,50,1473_002_01,22/09/10,28/09/10,Citadelle-Mermoz,200,217,2892,#N/A,9,2010,Magnétique,16252
2119,1621TR6475,Place du Onze Novembre,50,212_004_01,22/09/10,28/09/10,Nimes-Corum,139,133,443,#N/A,9,2010,Pneumatique,6475
2116,1621TR6475,Place du Onze Novembre,50,1473_001_01,22/09/10,28/09/10,Citadelle-Mermoz,0,0,2894,#N/A,9,2010,Magnétique,6475
410,1621TR82,Place du Onze Novembre,50,VALL.012,19/10/00,25/10/00,Mermoz-Novembre,1724,2008,20387,#N/A,10,2000,Pneumatique,82
754,2305TR5151,Place du Marché aux Fleurs,50,212_009_01,21/09/04,27/09/04,Parking-Fleur,95,144,879,#N/A,9,2004,Pneumatique,5151
3591,3309TR17953,Place d'Espagne,50,210_005_01,12/10/13,18/10/13,Madrid_Zénith,666,1416,7378,,10,2013,Pneumatique,17953
3592,3309TR21204,Place d'Espagne,50,219_008_02,12/10/13,18/10/13,Zénith_Madrid,1002,1136,7402,,10,2013,Pneumatique,21204
1932,1472TR5149,Place des Martyrs de la Résistance,50,218_002_01,25/01/10,31/01/10,Résistance-Castellane,303,236,2110,#N/A,1,2010,Pneumatique,5149
912,1472TR5149,Place des Martyrs de la Résistance,50,1937_005_01,22/11/05,28/11/05,Resistance-Parking,182,163,1557,#N/A,11,2005,Pneumatique,5149
910,1472TR5149,Place des Martyrs de la Résistance,50,9988_003_01,22/11/05,28/11/05,Parking-Resistance,76,107,971,#N/A,11,2005,Pneumatique,5149
750,1472TR5149,Place des Martyrs de la Résistance,50,1937_007_01,21/09/04,27/09/04,Resistance-Parking,287,232,2050,#N/A,9,2004,Pneumatique,5149
1901,2189TR,Place de Tibériade,50,201_001_02,06/01/10,12/01/10,Mandela-Alembert,5,7,34,#N/A,1,2010,Pneumatique,0
1900,2189TR,Place de Tibériade,50,201_001_01,06/01/10,12/01/10,Alembert-Mandela,13,20,108,#N/A,1,2010,Pneumatique,0
1488,2189TR407,Place de Tibériade,30,217_006_02,21/06/08,27/06/08,Mandela-Alembert,9,19,62,Rapport Lissé,6,2008,Pneumatique,407
1487,2189TR407,Place de Tibériade,30,217_006_01,21/06/08,27/06/08,Alembert-Mandela,8,22,63,Rapport Lissé,6,2008,Pneumatique,407
1821,2966TR2024,Place de la Tourguille,50,223_008_01,27/06/09,03/07/09,Tourguille-Briol,3,2,5,#N/A,6,2009,Pneumatique,2024
1822,2966TR2024,Place de la Tourguille,50,223_008_02,27/06/09,03/07/09,Briol-Tourguille,8,9,57,#N/A,6,2009,Pneumatique,2024
1912,815TR5222,Place de la Comédie,50,228_002_01,25/01/10,31/01/10,Sarrail-Comédie,17,5,34,Tube coupé,1,2010,Pneumatique,5222
1913,815TR5222,Place de la Comédie,50,228_002_02,25/01/10,31/01/10,Comédie-Sarrail,37,7,69,Tube coupé,1,2010,Pneumatique,5222
1224,623TR750,Place Bouschet de Bernard,50,217_001_01,16/03/07,22/03/07,Salengro-Renouvier,661,775,5959,R.A.S,3,2007,Pneumatique,750
1141,450TR834,Place Alexandre Laissac,50,210_008_01,18/10/06,24/10/06,Denis-Laissac,1082,886,10803,#N/A,10,2006,Pneumatique,834
1114,450TR834,Place Alexandre Laissac,50,210_006_01,13/09/06,19/09/06,Denis-Hugo,761,658,8960,#N/A,9,2006,Pneumatique,834
871,450TR834,Place Alexandre Laissac,50,227_012_01,14/09/05,20/09/05,Denis-Observatoire,392,332,4386,#N/A,9,2005,Pneumatique,834
872,450TR834,Place Alexandre Laissac,50,864_012_02,14/09/05,20/09/05,Denis-Observatoire,157,204,1309,#N/A,9,2005,Pneumatique,834
1928,442TR69,Place Albert 1er,50,223_001_01,25/01/10,31/01/10,Albert-Henri IV,64,84,599,#N/A,1,2010,Pneumatique,69
920,442TR69,Place Albert 1er,50,856_016_01,06/12/05,12/12/05,Pasteur-Henri,78,64,222,#N/A,12,2005,Pneumatique,69
1612,2012TR1679,Passage Soixante Quinze,50,226_002_01,05/12/08,11/12/08,Lepic-Toulouse,43,49,312,#N/A,12,2008,Pneumatique,1679
1613,2012TR1679,Passage Soixante Quinze,50,226_002_02,05/12/08,11/12/08,Toulouse-Lepic,0,0,13,#N/A,12,2008,Pneumatique,1679
1089,1245TR1710,Passage de l'Imprimerie,50,212_002_01,16/06/06,22/06/06,Toulouse-passage,19,23,170,Rapport Lissé,6,2006,Pneumatique,1710
924,642TR5225,Passage Bruyas,50,1938_007_01,06/12/05,12/12/05,Sarrail-Cœur,83,162,1018,#N/A,12,2005,Pneumatique,5225
760,642TR5225,Passage Bruyas,50,1559_002_01,12/10/04,18/10/04,Sarrail-Cœur,68,60,568,#N/A,10,2004,Pneumatique,5225
1000,3126TR2929,Impasse du Verdet,50,206_005_01,22/03/06,28/03/06,Verdet-Moulins,38,34,236,#N/A,3,2006,Pneumatique,2929
1240,1458TR5560,Impasse des Marmousets,50,211_004_02,27/04/07,03/05/07,Impasse-Lavande,2,5,3,R.A.S,4,2007,Pneumatique,5560
1239,1458TR5560,Impasse des Marmousets,50,211_004_01,27/04/07,03/05/07,Lavande-Impasse,1,3,3,R.A.S,4,2007,Pneumatique,5560
1241,1458TR5560,Impasse des Marmousets,50,213_004_01,27/04/07,03/05/07,Clématites-Impasse,4,5,8,R.A.S,4,2007,Pneumatique,5560
1242,1458TR5560,Impasse des Marmousets,50,213_004_02,27/04/07,03/05/07,Impasse-Clématites,4,3,6,R.A.S,4,2007,Pneumatique,5560
1435,2584TR2190,Impasse des Jougtiers,50,208_005_01,18/03/08,24/03/08,Jougtiers-Teste,1,2,4,#N/A,3,2008,Pneumatique,2190
2056,2222TR1900,Impasse de Chaldée,50,205_006_01,11/06/10,17/06/10,Péridier-Impasse,4,13,43,#N/A,6,2010,Pneumatique,1900
2057,2222TR1900,Impasse de Chaldée,50,205_006_02,11/06/10,17/06/10,Impasse-Péridier,4,12,43,#N/A,6,2010,Pneumatique,1900
1953,1293TR6286,Grand-Rue Jean Moulin,50,218_003_02,08/02/10,14/02/10,Loge-Observatoire,188,91,1006,#N/A,2,2010,Pneumatique,6286
2693,1108TR806,Cours Gambetta,50,2056_014_01,19/09/12,25/09/12,Saint Louis-Clémenceau,165,225,1953,#N/A,9,2012,Magnétique,806
2692,1108TR806,Cours Gambetta,50,2033_010_01,19/09/12,25/09/12,Saint Louis-Clémenceau,273,302,2966,#N/A,9,2012,Magnétique,806
1140,1108TR124,Cours Gambetta,50,215_007_01,18/10/06,24/10/06,8mai-Gambetta,577,882,4468,#N/A,10,2006,Pneumatique,124
1515,1108TR4697,Cour Gambetta,10,224_005_01,20/09/08,26/09/08,Denis-Cabanes,5,5,27,#N/A,9,2008,Pneumatique,4697
1796,2186TR2871,Chemin du Réservoir de Montmaur,30,210_004_01,10/06/09,16/06/09,Impasse-Mende,12,14,80,#N/A,6,2009,Pneumatique,2871
1797,2186TR2871,Chemin du Réservoir de Montmaur,30,210_004_02,10/06/09,16/06/09,Mende-Impasse,12,14,72,#N/A,6,2009,Pneumatique,2871
2414,547TR1005,Chemin des Barques,50,1475_002_01,11/05/11,17/05/11,Bene-Faulquier,78,95,724,#N/A,5,2011,Magnétique,1005
2262,547TR1003,Chemin des Barques,50,1589_003_01,11/02/11,17/02/11,Benne-Faulquier,95,103,954,#N/A,2,2011,Magnétique,1003
770,547TR1003,Chemin des Barques,50,856_004_01,07/01/05,13/01/05,Bene-Faulquier,100,84,892,#N/A,1,2005,Pneumatique,1003
2158,1794TR5999,Chemin de Poutingon,50,1469_003_01,15/10/10,21/10/10,Nouguier-Toulouse,93,362,1373,#N/A,10,2010,Magnétique,5999
2159,1794TR5999,Chemin de Poutingon,50,1565_007_02,15/10/10,21/10/10,Toulouse-Nouguier,156,339,611,#N/A,10,2010,Magnétique,5999
3086,1560TR5864,Chemin de Moularès,9999,CT77_2013-03-18.xls,18/03/13,24/03/13,Trinquat-Prof Antone,184,189,1949,,3,2013,Regulation,5864
3209,1560TR5864,Chemin de Moularès,9999,CT77_2013-03-18.xls,18/03/13,24/03/13,Trinquat-Prof Antone,184,189,1949,,3,2013,Regulation,5864
2961,1560TR5866,Chemin de Moularès,50,2291_002_02,22/01/13,28/01/13,Nadar_Antonelli,231,221,1979,,1,2013,Magnétique,5866
2960,1560TR5866,Chemin de Moularès,50,2297_002_02,22/01/13,28/01/13,Nadar_Antonelli,294,350,3292,,1,2013,Magnétique,5866
2959,1560TR5866,Chemin de Moularès,50,2285_002_01,22/01/13,28/01/13,Antonellli_Nadar,395,583,5324,,1,2013,Magnétique,5866
2927,1560TR1378,Chemin de Moularès,50,2104_006_02,04/12/12,10/12/12,Centrayrargues-Palavas,111,150,1102,0,12,2012,Magnétique,1378
2925,1560TR1378,Chemin de Moularès,50,2065_019_01,04/12/12,10/12/12,Palavas-Centrayrargues,416,487,5246,0,12,2012,Magnétique,1378
2926,1560TR1378,Chemin de Moularès,50,2082_011_02,04/12/12,10/12/12,Centrayrargues-Palavas,311,348,3325,0,12,2012,Magnétique,1378
2869,1560TR5864,Chemin de Moularès,9999,CT77_2012-11-19.xls,19/11/12,25/11/12,Trinquat-Prof Antone,211,200,2386,0,11,2012,Regulation,5864
2420,1560TR1375,Chemin de Moularès,50,208_007_01,18/05/11,24/05/11,Fourcade-Moulares,591,592,2249,Compteur défectueux,5,2011,Pneumatique,1375
1606,1560TR1368,Chemin de Moularès,50,211_009_01,03/12/08,09/12/08,Pirée-Palavas,373,485,5263,#N/A,12,2008,Pneumatique,1368
1607,1560TR1368,Chemin de Moularès,50,211_009_02,01/09/08,09/12/08,Palavas-Pirée,797,771,8899,#N/A,9,2008,Pneumatique,1368
67,1560TR5861,Chemin de Moularès,50,MOUL.121,08/11/96,14/11/96,Antonelli-Levy,953,759,6972,#N/A,11,1996,Pneumatique,5861
66,1560TR5866,Chemin de Moularès,50,MOUL.111,08/11/96,14/11/96,Antonelli-Trinquat,408,673,5059,#N/A,11,1996,Pneumatique,5866
74,1560TR5452,Chemin de Moularès,50,MOUL.151,08/11/96,14/11/96,Melgueuil-Levy,1088,1092,9025,#N/A,11,1996,Pneumatique,5452
64,1560TR1378,Chemin de Moularès,50,MOUL.091,08/11/96,14/11/96,Palavas-Centrayrargues,770,753,8470,#N/A,11,1996,Pneumatique,1378
63,1560TR1378,Chemin de Moularès,50,MOUL.081,08/11/96,14/11/96,Centrayrargues-Palavas,378,447,3862,#N/A,11,1996,Pneumatique,1378
68,1560TR5861,Chemin de Moularès,50,MOUL.131,08/11/96,14/11/96,Levy-Antonelli,141,204,1619,#N/A,11,1996,Pneumatique,5861
73,1560TR5452,Chemin de Moularès,50,MOUL.141,08/11/96,14/11/96,Levy-Melgueuil,417,358,3484,#N/A,11,1996,Pneumatique,5452
65,1560TR5866,Chemin de Moularès,50,MOUL.101,08/11/96,14/11/96,Trinquat-Antonelli,1080,937,10191,#N/A,11,1996,Pneumatique,5866
30,1560TR3854,Chemin de Moularès,50,MOUL.071,14/06/96,20/06/96,Melguiel-Faulquier,1010,1016,9372,#N/A,6,1996,Pneumatique,3854
29,1560TR5452,Chemin de Moularès,50,MOUL.061,14/06/96,20/06/96,Pirée-Melguiel,403,350,3531,#N/A,6,1996,Pneumatique,5452
24,1560TR5860,Chemin de Moularès,50,MOUL.051,14/06/96,20/06/96,Pirée-Antonelli,70,128,966,#N/A,6,1996,Pneumatique,5860
23,1560TR5860,Chemin de Moularès,50,MOUL.041,14/06/96,20/06/96,Antonelli-Pirée,1016,830,9515,#N/A,6,1996,Pneumatique,5860
22,1560TR5864,Chemin de Moularès,50,MOUL.031,14/06/96,20/06/96,Antonelli-Trinquat,325,591,4757,#N/A,6,1996,Pneumatique,5864
21,1560TR5864,Chemin de Moularès,50,MOUL.021,13/06/96,19/06/96,Trinquat-Antonelli,953,910,10187,#N/A,6,1996,Pneumatique,5864
20,1560TR1378,Chemin de Moularès,50,MOUL.011,14/06/96,20/06/96,Palavas-Centrayrargues,735,836,8916,#N/A,6,1996,Pneumatique,1378
19,1560TR1378,Chemin de Moularès,50,MOUL.001,14/06/96,20/06/96,Centrayrargues-Palavas,289,342,3120,#N/A,6,1996,Pneumatique,1378
957,1230TR4921,Chemin de l'Hermitage,50,202_002_02,31/01/06,06/02/06,Dezeuze-Eglantiers,5,5,17,#N/A,1,2006,Pneumatique,4921
956,1230TR4921,Chemin de l'Hermitage,50,202_002_01,31/01/06,06/02/06,Eglantiers-Dezeuze,12,13,67,#N/A,1,2006,Pneumatique,4921
3580,2911TR21161,Carrefour Willy Brandt,50,2291_012_01,11/10/13,17/10/13,A750_NERUDA,1874,1293,12990,,10,2013,Magnétique,21161
3579,2911TR21163,Carrefour Willy Brandt,50,2285_012_01,11/10/13,17/10/13,NERUDA_A750,1076,1989,14750,,10,2013,Magnétique,21163
3578,2911TR2380,Carrefour Willy Brandt,50,2274_014_01,11/10/13,17/10/13,A750_GREZES,988,1095,9586,,10,2013,Magnétique,2380
3581,2911TR6676,Carrefour Willy Brandt,50,2303_012_01,11/10/13,17/10/13,GREZES_A750,696,1036,10003,,10,2013,Magnétique,6676
2152,2238TR3935,Carrefour Rimbaud,50,1475_002_01,06/10/10,12/10/10,Mermoz-Pradiers,49,107,589,#N/A,10,2010,Magnétique,3935
299,2687TR6686,Carrefour Paul-Henri Spaak,50,LODE.003,28/01/99,03/02/99,Juvignac-Liberte,205,223,2430,#N/A,1,1999,Pneumatique,6686
1011,3103TR2948,Carrefour Hubert Dubedout,50,206_006_01,31/03/06,06/04/06,Ganges-Lyre,819,1225,8199,#N/A,3,2006,Pneumatique,2948
1012,3103TR2947,Carrefour Hubert Dubedout,50,211_001_01,31/03/06,06/04/06,Lyre-Ganges,1773,1602,17236,#N/A,3,2006,Pneumatique,2947
146,2240TR5730,Carrefour des Alizés,50,ALIZ.002,17/05/97,23/05/97,Perruque-Morlhon,182,211,1894,#N/A,5,1997,Pneumatique,5730
2136,2131TR5574,Boulevard Vieussens,50,203_010_02,16/09/10,22/09/10,Rabelais-Berthelot,424,543,4513,#N/A,9,2010,Pneumatique,5574
2135,2131TR5574,Boulevard Vieussens,50,203_010_01,16/09/10,22/09/10,Berthelot-Rabelais,564,438,5300,#N/A,9,2010,Pneumatique,5574
2629,2124TR921,Boulevard Victor Hugo,50,2065_008_01,04/06/12,10/06/12,Observatoire-Comédie,24,18,167,#N/A,6,2012,Magnétique,921
2322,2124TR904,Boulevard Victor Hugo,9999,CT55_2011-03-21.xls,21/03/11,27/03/11,Jeu de Paume-Comédie,412,395,5318,0,3,2011,Regulation,904
1698,2124TR921,Boulevard Victor Hugo,50,209_002_01,27/02/09,05/03/09,Observatoire-Tunnel,1449,1378,18130,#N/A,2,2009,Pneumatique,921
440,2124TR904,Boulevard Victor Hugo,50,TUNN.002,28/03/01,03/04/01,Laissac-Citadelle,1743,1735,21560,#N/A,3,2001,Pneumatique,904
1800,3214TR273,Boulevard Télémaque,50,202_006_01,13/06/09,19/06/09,Troie-Madrid,396,513,4257,#N/A,6,2009,Pneumatique,273
1803,3214TR1113,Boulevard Télémaque,50,203_004_01,13/06/09,19/06/09,Madrid-Alexandrie,470,401,3166,#N/A,6,2009,Pneumatique,1113
1802,3214TR1113,Boulevard Télémaque,50,208_003_01,13/06/09,19/06/09,Alexandrie-Madrid,570,633,5310,#N/A,6,2009,Pneumatique,1113
1801,3214TR273,Boulevard Télémaque,50,221_004_01,13/06/09,19/06/09,Madrid-Troie,528,499,4354,#N/A,6,2009,Pneumatique,273
974,1990TR5220,Boulevard Sarrail,50,109_002_01,11/02/06,17/02/06,Parking-Sarrail,100,177,835,#N/A,2,2006,Pneumatique,5220
973,1990TR5220,Boulevard Sarrail,50,102_004_01,11/02/06,17/02/06,Sarrail-Parking,96,135,774,#N/A,2,2006,Pneumatique,5220
2164,1866TR774,Boulevard Renouvier,50,217_010_02,19/10/10,25/10/10,Toulouse-Pellicier,254,278,2690,#N/A,10,2010,Pneumatique,774
2163,1866TR774,Boulevard Renouvier,50,217_010_01,19/10/10,25/10/10,Pellicier-Toulouse,523,468,4831,#N/A,10,2010,Pneumatique,774
3037,1837TR5499,Boulevard Rabelais,50,2274_006_01,03/04/13,09/04/13,Bastide_Narcisses,467,399,4192,,4,2013,Magnétique,5499
3036,1837TR5499,Boulevard Rabelais,50,2104_006_01,03/04/13,09/04/13,Bastide_Narcisses,178,112,897,,4,2013,Magnétique,5499
3085,1837TR5511,Boulevard Rabelais,9999,CT76_2013-03-18.xls,18/03/13,24/03/13,Fabrèges-Brazille,195,158,1655,,3,2013,Regulation,5511
3208,1837TR5511,Boulevard Rabelais,9999,CT76_2013-03-18.xls,18/03/13,24/03/13,Fabrèges-Brazille,195,158,1655,,3,2013,Regulation,5511
2868,1837TR5511,Boulevard Rabelais,9999,CT76_2012-11-19.xls,19/11/12,25/11/12,Fabrèges-Brazille,123,149,487,0,11,2012,Regulation,5511
2806,1837TR5511,Boulevard Rabelais,9999,CT76_2012-03-19.xls,19/03/12,25/03/12,Fabrèges-Brazille,254,168,1493,0,3,2012,Regulation,5511
2321,1837TR5511,Boulevard Rabelais,9999,CT76_2011-03-21.xls,21/03/11,27/03/11,Fabrèges-Brazille,210,153,1818,0,3,2011,Regulation,5511
2134,1837TR5499,Boulevard Rabelais,50,223_007_01,16/09/10,22/09/10,Vieussens-Orient,638,486,5696,#N/A,9,2010,Pneumatique,5499
1112,1820TR5099,Boulevard Professeur Louis Vialleton,50,209_007_02,29/09/06,05/10/06,Henri-Rollin,210,242,3070,#N/A,9,2006,Pneumatique,5099
1111,1820TR5099,Boulevard Professeur Louis Vialleton,50,210_007_01,29/09/06,05/10/06,Aviler-Rollin,326,336,4390,#N/A,9,2006,Pneumatique,5099
1110,1820TR5099,Boulevard Professeur Louis Vialleton,50,206_010_01,02/09/06,08/09/06,Aviler-Vialleton,264,272,3699,#N/A,9,2006,Pneumatique,5099
1113,1820TR5099,Boulevard Professeur Louis Vialleton,50,209_007_01,29/09/06,05/10/06,Henri-Rollin,442,494,2766,#N/A,9,2006,Pneumatique,5099
915,1820TR5100,Boulevard Professeur Louis Vialleton,50,845_017_01,22/11/05,28/11/05,Foch-Parking,159,156,1076,#N/A,11,2005,Pneumatique,5100
864,1820TR5099,Boulevard Professeur Louis Vialleton,50,9988_001_01,14/09/05,20/09/05,Henri-Rollin,1243,1206,8945,#N/A,9,2005,Pneumatique,5099
863,1820TR5099,Boulevard Professeur Louis Vialleton,50,1559_005_01,14/09/05,20/09/05,Henri-Rollin,1611,1712,21928,#N/A,9,2005,Pneumatique,5099
865,1820TR95,Boulevard Professeur Louis Vialleton,50,9989_001_01,14/09/05,20/09/05,busPaume-Vialleton,88,113,726,#N/A,9,2005,Pneumatique,95
742,1820TR5100,Boulevard Professeur Louis Vialleton,50,864_008_01,21/09/04,27/09/04,Parking-Vialleton,141,109,941,#N/A,9,2004,Pneumatique,5100
1807,3213TR1116,Boulevard Pénélope,50,218_003_01,13/06/09,19/06/09,Alexandrie-Londres,659,630,5151,#N/A,6,2009,Pneumatique,1116
1806,3213TR1116,Boulevard Pénélope,50,211_007_01,13/06/09,19/06/09,Londres-Alexandrie,453,740,5527,#N/A,6,2009,Pneumatique,1116
565,3213TR272,Boulevard Pénélope,50,856_001_02,14/01/03,20/01/03,Odysseum-Londres,126,147,1533,#N/A,1,2003,Pneumatique,272
564,3213TR272,Boulevard Pénélope,50,856_001_01,14/01/03,20/01/03,Londres-Odysseum,190,294,1770,#N/A,1,2003,Pneumatique,272
316,1686TR1567,Boulevard Pedro de Luna,50,LUNA.001,28/04/99,04/05/99,Maurin-Angouleme,332,470,3976,#N/A,4,1999,Pneumatique,1567
317,1686TR1567,Boulevard Pedro de Luna,50,LUNA.002,28/04/99,04/05/99,Angouleme-Maurin,342,334,2926,#N/A,4,1999,Pneumatique,1567
2702,1678TR1477,Boulevard Paul Valéry,50,2285_001_02,21/09/12,27/09/12,Bachelard-Villeneuve d'Ang,60,111,529,#N/A,9,2012,Magnétique,1477
